ID,User,Time,Rating,Comment,IDRestaurant
30255,Jolie Nguyễn,19-09-2022 19:58,8,"Chỉ có nem là không bị dai nha. Còn bò cuộn lá lốp với thịt nướng rất dai. Nhưng tổng hợp lại thì okay. Thích: Bánh hỏi không Bún đặc biệt(thịt nướng,nem nướng,bò lá lốt) Nem Nướng thêm",1624
30256,Ẩn Danh,18-09-2022 20:29,6,"Mùi vị được coi như tạm ổn, nếu nói là ngon thì chưa thực sự nổi bật Không hợp khẩu vị",1624
30257,lin_lin,18-09-2022 07:58,1,thiếu ram giòn của cả 3 phần. đặt 3phần mà cho quá ít bánh tráng,1624
30258,suka1987,14-09-2022 13:14,10,Giao hàng nhanh chóng chất lượng sản phẩm tốt hơn nhiều so với mức tăng cao,1624
30259,foodee_o0rciw31,14-09-2022 11:52,10,"chuẩn bị thức ăn nhanh, gọn, hợp vệ sinh. ăn ngon. hợp khẩu vị. hình ảnh nhận xu",1624
30260,Minh Trang Nguyen,10/9/2022 13:14,1,Quán quên bánh tráng . Lần sau check lại nhé! Nem *** đúng vị đang tìm Thích: Nem Chua,1624
30261,Ẩn Danh,3/3/2023 17:02,1,"Nước mắm thì nhạt thếch, bò nướng lá lốp ăn tạm dc, thịt thì rất kỳ ko giống thịt nướng, nem nướng thì bột haizzzz. Hình ảnh thì hấp dẫn nhưng món ăn cần phải được cải thiện. Nếu có đánh giá chất lượng món ăn thì mình buộc phải cho 1-2 sao thôi Không hợp khẩu vị",1624
30262,Nguyên,2/3/2023 17:52,10,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkk,1624
30263,nhat_vy_21.6,1/3/2023 21:47,1,K có phần bánh tráng chiên giòn Đóng gói chưa tốt Sai/Thiếu món,1624
30264,Ẩn Danh,1/3/2023 11:03,10,"món được giao đủ, vị ngon vừa miệng, nhìn đóng gói khá tươm tất Ngon xỉu! Thích: Bún Thịt Nướng Nem Nướng thêm Bánh Tráng Thêm",1624
30265,foodee_m1qkayqf,28-02-2023 18:18,1,Mình phải xin lỗi bạn kia nhiều luôn í đây là lần đầu mình mua và tin tưởng ở bạn mình kg nói đến tiền bạc chỉ là thấy phí công sức bỏ ra và nhờ vả người khác mình rất ngại luôn.,1624
30266,My_Sói92,27-02-2023 10:32,4,"Nên thay đổi hộp đựng bún trộn,để hộp tn trộn sao do Đóng gói chưa tốt",1624
30267,Hồng Nhi,24-02-2023 13:35,1,"Thịt và ném nướng mềm không bị quá khô, nước chấm vị vừa ngon luôn",1624
30268,Ẩn Danh,23-02-2023 12:34,1,Khẩu phần ít,1624
30269,Ẩn Danh,22-02-2023 18:17,10,đồ aqn ngon bndbbdbdbd nhfbfbd. d. dnd ndhhdbdb hhhhd dhdbsb b Thích: Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30270,doquyen330,22-02-2023 13:22,10,Shahhxvdhdhdhaqudbrzhsugdhqubsxrbsuehaevshǎh géagegu ngon ,1624
30271,My Võ,22-02-2023 11:54,1,Đặt lần đầu 4 cây nem lần 2 có 3 cây với giá này thì quá mắc thật sự thấy thất vọng Phản hồi từ Quán: Dạ thưa chị giá tại quán 40k/1phần.Giá app quán phải chịu chiết khấu thêm 29%.49k/1 phần thực nhận chỉ còn 35k.1 phần nem bao gồm 3 cây nem cắt đôi+6 chiếc ram giòn cùng rau bún bánh tráng xoài dưa nước chấm đầy đủ.không có chuyện lúc 4 cây lúc 3 cây,1624
30272,Ẩn Danh,22-02-2023 11:49,10,"Bún thịt nướng ăn ngon, đã đặt ở đây nhiều lần, giao hàng đầy đủ",1624
30273,duyenstellar25,22-02-2023 09:05,10,"Đồ ăn ngon, vệ sinh sạch sẽ, giao hàng nhanh . Mọi người nên mua ăn thử nhaaa",1624
30274,Ẩn Danh,21-02-2023 19:44,1,"Đặt 2 phần riêng cho 2 người. Mà quán để chung vô 1 hộp, rồi sao chia. Nhận 1 hộp còn tưởng quán giao thiếu",1624
30275,Ẩn Danh,21-02-2023 19:35,8,"Lần đầu ăn ở đây. Đồ ăn khá oke. Hợp vị. Có điều không biết chọn nên chọn nhầm mắm không cay :(( Thích: Bún thập cẩm nem nướng, thịt nướng",1624
30276,Nhi,21-02-2023 13:42,10,"Phản hồi từ Quán: Dạ quân có để ớt ở góc hộp bún ạ Ngon, khẩu phần ăn nhiều, no căng bụng, mọi người mua ăn thử nhé",1624
30277,Ẩn Danh,21-02-2023 10:58,10,hình ảnh chỉ mang tính chất nhận xu. đồ ăn ổn sẽ ủng hộ quán tiếp,1624
30278,nanggio,20-02-2023 19:48,4,Tạm được,1624
30279,Hồng Nhi,20-02-2023 12:56,10,"Món ngon sạch sẽ, nhiều topping nữa, quán chuẩn bị món nhanh ạ",1624
30280,duyenstellar25,19-02-2023 18:31,10,"Ngon, sạch sẽ . Giao hàng nhanh . Mọi người nên ăn thử nhaaaaaa Ngon xỉu! Đóng gói tốt Giá phải chăng",1624
30281,Huyền,8/10/2022 10:30,10,nhìn ngon nha thịt nước ướp đắm vị không bị mặn quá thơm ngon nha,1624
30282,smly_01,7/10/2022 21:14,10,Hình ảnh mang tính chất minh hoạ Mình thích bánh tráng chiên giòn rất ngon.....,1624
30283,Ẩn Danh,7/10/2022 13:23,4,"Món này ăn với mắm nêm sẽ hợp vị hơn. Ớt sa tế bị cũ, thịt nướng hơi khô !",1624
30284,Ẩn Danh,7/10/2022 13:07,10,Hêhhehehhehehehehgehehehehehhehehhehehehehh ehehehhehehe ngon,1624
30285,Hiền Diệu,6/10/2022 16:21,8,"Như hình, đồ ăn nhiều, có cái quán nên làm nước mắm đậm vị hơn xíu nữa sẽ ok Thích: Bún Thịt Nướng Bánh hỏi thịt nướng",1624
30286,Sang Nguyễn,6/10/2022 9:51,1,"Ăn cái vị nó cứ lạ lạ, nước mắm ko giống mình hay ăn bún thịt nướng, ngọt ngọt lợ lợ . Ăn tạm đc thôi Không hợp khẩu vị",1624
30287,Ẩn Danh,5/10/2022 16:16,10,Ngon nha. Lần nào cũng đặt ở đây để ăn hết. Nước chấm ngon lắm ak nên thử Thích: Nước Chấm Nem Nướng Siêu Ngon Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30288,gzggagagaggag,5/10/2022 16:16,10,Jsjdjdjjdjdkdkldlldkdkdkdjdjjđjjdjdjxjdjdjdkdkdkdkxkxk xjjxhxhxhhxjxjxjdhxhdhdhdhdhhfhfhfjjjjjfjdjdjfjjfjfjfjfjjfj fjfjkfkfkfifkifofodoodkdkdkdodoodkdkfkkfkfkofkfkfofi fififkfkkfkdkjfjfjfjiiidodododdriiririrudifififififidi Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng,1624
30289,Thùy Phương,11/9/2023 11:04,10,Đồ ăn ngon số zách Ăn nhiều lần không chán luônnn Mãi mê mãi keo dịu êmm Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng,1624
30290,liennguyen2965,5/9/2023 9:56,10,"Ngon, đóng gói sạch sẽ gọn gàng, rau dưa cho đầy đủ, mình góp ý một chút về nước mắm là nên *** một chút chứ ngọt quá",1624
30291,Ẩn Danh,1/9/2023 12:29,1,"Thiếu nem ***, thịt giao nguội tanh, nem giao nguội Sai/Thiếu món",1624
30292,nguyenlinh15101999,31-08-2023 11:12,10,"Giao hàng nhanh, bảo quản cẩn thận. Đồ ăn ổn hơn okokok",1624
30293,Ẩn Danh,30-08-2023 18:53,10,Heu uiw diwbdiw jeoe u dhus uơ diiw siwo dbus heuw dbuww nod buqr eu ei ngon,1624
30294,Nhung Hồng,26-08-2023 22:59,1,"Mắm nêm hơi ***, bánh tráng cứng nên cuốn bị gãy không quán nên thay đổi bánh tráng cho phù hợp",1624
30295,Đặng Đến,25-08-2023 12:07,1,Quán giao thiếu 2 phần nem thêm . Lấy tiền kiểu này dễ quá Sai/Thiếu món,1624
30296,Megane Bibi,24-08-2023 11:33,10,Thích: Bánh Bột Lọc Huế Bánh hỏi - thịt nướng cuốn bánh tráng,1624
30297,foodee_6hq81pqq,23-08-2023 10:54,10,Ngon Jejejshwbwajajziisakqkamkqnanaustcuwbmwlkhsiio Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng,1624
30298,Hồng Yến Nguyễn Thị,22-08-2023 21:11,6,"Đồ ăn đóng gói chỉnh chu đẹp, sạch sẽ, ăn ngon nhưng tương đậu quán làm nhiều bột năng quá Đóng gói tốt Giá phải chăng",1624
30299,Ẩn Danh,20-08-2023 11:45,10,"Giao hàng nhanh mới đặt đã có rồi, món ngon, đóng gói cẩn thận 3 Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng Thích: Bún thập cẩm nem nướng, thịt nướng",1624
30300,Ẩn Danh,16-08-2023 11:46,10,Thịt nướng ngon nha. Sẽ ủng hộ lần sau :> Thích: Bún Thịt Nướng Bánh hỏi thịt nướng,1624
30301,vannhi1014,15-08-2023 23:15,1,"Mắm nêm *** quá, thịt thì khô queo",1624
30302,phamvanduong2402,14-08-2023 12:07,10,"Bún nem nướng ngon, nem nướng cũng okkla lắm. Còn được tặng thêm bún",1624
30303,duyenstellar25,13-08-2023 14:00,10,Dùhtiudrdfddỳdrgkfcvjgdfasfggdgfrggggggggggffsdf fffd ngon,1624
30304,duyenstellar25,13-08-2023 14:00,10,Kgkyykfrgshk hc détdogeuijeedwjffjvvkgwwiohfygsqd fggjfsqsfsdgdfhjh ngon,1624
30305,Bộ Bảo,12/8/2023 13:32,1,dưa leo bỏ phần cuối đắng ăn k dc.,1624
30306,Chị Hạnh,11/8/2023 15:06,1,"60k món này thì hơi mắc, thịt nướng đợt này mình ăn kg ngon, kg thấm mà còn bị cứng và dai nữa rất là kg ngon. haizzz",1624
30307,Yến Đỗ Thị,11/8/2023 13:40,1,Dặn không đậu ko rau vẫn để :((( mắm nêm hơi t,1624
30308,thanhnga_2012,11/8/2023 9:50,10,Ngon chất lượng bbgfhchhcfyufccucuucchfyhvjgfujfguyihcb. H h h Puri,1624
30309,Ẩn Danh,10/8/2023 16:28,10,"Ngon, đồ ăn chất lượng, giao hàng nhanh lắm. Nên thử nha đã ân",1624
30310,foodee_9513bf6c,10/8/2023 11:19,6,"thì như mấy người khác nói thì giá ở đây hơi cao so với mặt bằng chung í, cũng thông cảm là do quán phải chịu chiết khấu app nhma mình thấy ở những quán khác cũng có nhưng khongg tăng giá, mong quán sẽ tìm ra phương pháp hợp lí để cho cả quán lẫn khách hàng cảm thấy hài lòng hơn ạ Đóng gói tốt Thích: Bún Nem Nướng",1624
30311,foodee_82aa1445,8/8/2023 15:54,1,B ơi xem lại bánh giúp mình. Sao mở ra bị nhớt vậy ạ. Bột bánh thì bị trắng chứ ko được trong như mấy lần trước. Vỏ bánh hơi có mùi.,1624
30312,Dương Gia Huệ,7/8/2023 11:26,1,rất ít giá quá chát =)) Không giống hình Khẩu phần ít,1624
30313,Loan Nguyễn,5/8/2023 11:17,1,Góp ý vài lần rồi. Nhưng thấy quán vẫn k tiếp thu. Nước chấm quá ít. Dolc|g|gl|bvllvlvvdmxmcmcmmcm,1624
30314,kiều oanh,4/8/2023 14:00,10,Bún thịt nướng bao ngon luôn ạ. Thịt mềm nhìu lắm ạ Ngon xỉu! Đóng gói tốt Thích: Bún Thịt Nướng Nem Nướng Ninh Hòa Nha Trang (Tặng Kèm Bún Và Dụng C...,1624
30315,Nhu Phan,4/8/2023 9:59,10,Nói chung là ngon,1624
30316,Le Nhung,3/8/2023 17:11,10,"đóng gói rất đẹp, nhìn vào rất muốn ăn, 10 điểm 10 điểm cho quán",1624
30317,duyenstellar25,8/7/2023 20:41,10,Oaksmdlamajeudnskqpqjxncnzoajshqkapodjshwnxjw usjnn ngon,1624
30318,lyna_203,8/7/2023 12:26,6,bún có 1 chút xíu,1624
30319,Ẩn Danh,6/7/2023 14:29,10,"Quán bán khá hợp khẩu vị của mình, ăn no, còn có khuyến mãi rẻ nữa. Thèm sẽ ăn ở đây tiếp",1624
30320,Ẩn Danh,3/7/2023 11:40,8,"Ăn quán này bữa h nhìu, có flashsale nên cũng đỡ",1624
30321,Ẩn Danh,2/7/2023 14:33,1,Phần 50k mà thịt đx vài miếng nhỏ,1624
30322,foodee_ccixk905,1/7/2023 11:53,10,Ngon xỉu đóng gói tốt no căn bụng giá phải chăng nên sẽ mua ủng hộ tiếp,1624
30323,Dánh Say,30-06-2023 13:43,1,Dặn quán cho nhiêgu ớt mà cho có 1 tẹo,1624
30324,Tiểu Hy,30-06-2023 11:38,1,Nem gì mà bị mốc hết vẫn giao cho khách Không vệ sinh/ an toàn Phản hồi từ Quán: Chị ơi cái này là men của nem mà chị? Nem nào đến giai đoạn đều có men trắng này mà,1624
30325,Hồng Thu,26-06-2023 10:58,10,Ngonnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn nnnnnnnnn Ngon xỉu! No căng bụng Đóng gói tốt Giá phải chăng,1624
30326,Nguyễn Đỗ Thanh Toàn,22-05-2023 20:47,10,Đồ ăn ở đây ngon xỉu luôn. Bữa nào phải đặt lại để ăn mới được. Hihi,1624
30327,My Diễm,22-05-2023 11:35,10,"Lần đầu mua ở đây, bún rất ngon sẽ ủng hộ tiếp tục cho tiệm 5 saoo Ngon xỉu! No căng bụng Thích: Bún Nem Nướng Bún bò nướng lá lốt",1624
30328,maimai203010,22-05-2023 10:38,10,Lần trước góp ý đổi bánh trág. Nay thấy đổi ời 10 điểm nhé .....,1624
30329,ntthytrang547,22-05-2023 06:16,10,"Giao hàng nhanh, đóng gói cẩn thận, đồ ăn nhiều, ngonnnnnnnnnn Thích: Bún Thịt Nướng Bún chả ram hải sản Nem Chua",1624
30330,Ẩn Danh,20-05-2023 17:55,10,"Giao hàng nhanh, đồ ăn sạch sẽ ngon nên ăn thử nhé ǎbxbslsxnx d ekobh",1624
30331,Ẩn Danh,20-05-2023 14:40,6,mua cho đủ 75k để đc kmai phí ship 20k rồi cuối cùng ko có. Sai/Thiếu món,1624
30332,trần thị phương đông,18-05-2023 12:53,1,Mua bánh hỏi mà giao bún huhuhu Phản hồi từ Quán: Dạ xin lỗi chị. Chắc nhân viên soạn đơn bị nhầm. Mong chị hoan hỷ bỏ qua giúp sai sót này ạ. Rất cảm ơn chị đã ủng hộ quán ạ,1624
30333,nini19072002,18-05-2023 11:10,10,ngon,1624
30334,Ẩn Danh,18-05-2023 09:38,10,"chưa ăn nhưng mà giao hàng nhanh, món ăn vẫn còn nóng nên đánh giá 5* Thích: Bánh hỏi không Bún Nem Nướng Mắm chua ngọt",1624
30335,Trần Thy,17-05-2023 15:06,10,ngon tương nóng mình rất thích quán rất chu đáo,1624
30336,Vân Nguyễn,16-05-2023 23:50,10,Đồ ăn đến rồi đồ ăn đến rồi. Dậy ăn thôi dậy ăn thôi. Ăn nhanh lên nào. Thích: Bún Thịt Nướng Cặp Đôi Hoàn Hảo Bánh Bột Lọc Huế,1624
30337,duyenstellar25,16-05-2023 14:15,10,Kapqieuelalxmchfuriepdmajxhalapzmqpdkchfurjapqp skxja ngon,1624
30338,Ngân,15-05-2023 17:42,10,Ngonn nhiều nem nhiều bún nhiều rau ăn muốn bể bụng căng da ngon lắm đó,1624
30339,Trinh Phuonanh,15-05-2023 13:50,1,Đặt món này mà ko cho nước chấm thì ăn kiểu gì ạ,1624
30340,nguyenduong9420,15-05-2023 11:05,4,"Nemm ngonnn nha, có điều nem hơi lạnh tý, nem nướng lại nóng tý ngon hơn Phản hồi từ Quán: Dạ nem ở quán lúc nào ship đi cũng nóng ạ. Nhưng đơn của chị cách quán 12km với shipper đi đơn ghép nữa nên nem bị nguội. Chị hoan hỷ giúp quán nhé ạ. Rất cảm ơn chị đã ủng hộ quán а",1624
30341,Vương Thanh,14-05-2023 12:25,10,Ngonnnnnnnnn...,1624
30342,bichnguyet512,13-05-2023 19:38,10,"Chuẩn bị nhanh, đóng gói chỉn chu, sạch sẽ. Nước chấm thơm, nem mềm",1624
30343,Kiều Oanh,13-05-2023 19:37,10,"Giao đủ, nhanh Nước chấm ổn ngon béo nhưng chấm nhiều sẽ nhanh ngán Nem ngon ăn không ngán Bò là lốp ngon nhỏ vừa miệng",1624
30344,An Nguyễn,22-10-2023 10:40,10,"Món ngon, đói quá ăn ngay quên chụp ảnh, Với mình thì hơi nhạt, nhưng ngon, chỉ cần dùng mực hàng tươi là chuẩn luôn, sẽ ủng hộ tiếp Ngon xỉu! Đóng gói tốt No căng bụng Thích: Miến Xào Thập Cẩm ( Đĩa Thường) Hủ tiếu xào hải sản Cơm Chiên Dương Châu Trứng Muối,",1625
30345,Mẫu nghi thiên hạ,18-10-2023 18:18,10,"ngon, ăn quài k ngán, hấp dẫn, nên thử nha, lói chung ăn quài nên k bíc lói gì nữa Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Cơm chiên hải sản",1625
30346,Mẫu nghi thiên hạ,18-10-2023 17:37,10,"ngon, 10 điểm, ăn quài k ngán, nên thử nha mn ơiii, hấp dẫn lắmmmm danhquan110503 Thích: Cơm chiên hải sản",1625
30347,trnthkhi049,17-10-2023 21:34,10,Hsjshshshhshshzhshshsjjsbsjsushbsisjsbdhisbsbdjxh bxhxjxbxbxbxhxjxhbxhxjxjxjxjxhbx ngon,1625
30348,Linhtran8888,8/10/2023 18:46,4,"Cơm chiên ngon mà hơi khô, hủ tiếu xào cũng ngon mà phần ăn hơi ít đồ ăn",1625
30349,trnthkhi049,4/10/2023 20:38,10,Ngon lắm sẽ ủng hộ tiếp ......................................................................................mmmmmkmmmnnbgfghjjggjjhg Ngon xỉu!,1625
30350,Chi Kim,4/10/2023 16:11,1,"Giao 2h ko có rau, note 1h k hành thì giao hết 2h đều khành",1625
30351,Xanh Táo,1/10/2023 19:38,10,Cơm ngon Cơm chiên hải. Sản ngon Cơm chiên vừa ngon miệng99999 Đóng gói tốt Giá phải chăng Ngon xỉu! No căng bụng Thích: Cơm chiên hải sản,1625
30352,Xanh Táo,30-09-2023 16:26,10,Cơm ở đây ăn riết thành món ruột rồi Cơm chiên hải sản bao ngon akkkkkkkkkk Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Cơm chiên hải sản,1625
30353,Nhật Ý,28-09-2023 11:46,10,đồ ănn ngonnn giao tới tay mình vẫn nóng hổi nhau mng ăn vừa vị siu thích nuônn Thích: Mì giòn xào hải sản Canh Cải Thịt Bằm,1625
30354,Ẩn Danh,21-09-2023 20:31,10,Share your compliments! Share your compliments! Share your compliments! Share your compliments! Thích: Canh rong biển thịt bầm Miến Xào Bò ( Đĩa Thường),1625
30355,Ẩn Danh,18-09-2023 22:36,10,Hìn ảnh mang tính minh họa cơm chiên ngon lắm nỗ ủng hộ ở lần sau cảm ơn 多功能无线充竹炭硅胶洁面仪 源自法国·专注美容护肤12年,1625
30356,Ẩn Danh,17-09-2023 12:26,1,"Đóng gói mà cũng làm ko ra hồn để đổ tháo tùm lum, hộp canh giao tới nơi hở nắp đổ hết 1/2 Đóng gói chưa tốt Phản hồi từ Quán: shipper giao hàng làm đổ, quán đóng gối kĩ trc khi shipper lại lấy hàng ra",1625
30357,Nở Thị,27-06-2023 11:50,10,Quán nêm hợp khẩu vị mình. Rất hay ăn ở quán này mn nên thử nhé Ngon xỉu!,1625
30358,0704751516binhan,25-06-2023 23:14,10,Hhhhrjjrjrjrjrjwjwkwjndndnjwjsjdbbdjsjwjwjsjdbbdndjs ngon,1625
30359,Ha Sinny,23-06-2023 09:38,1,Dỡ tệ,1625
30360,foodee_ccixk905,22-06-2023 11:08,10,"Ngon giá phải chăng giao nhanh làm nhanh sạch sẽ, sẽ mua tiếp tục Ngon xỉu! Thích: Miến Xào Thập Cẩm ( Đĩa Thường) Hủ tiếu xào thập cẩm",1625
30361,Linhtran8888,20-06-2023 19:57,10,Đồ ăn ngon còn nóng khi giao tới rau nhiều!!!! Hủ tiếu mềm vị rất vừa ăn!!!! Đã mua nhiều lần cơm cũng rất ngon Ngon xỉu! Đóng gói tốt No căng bụng Quán Ăn Minh Ký - Ám Thực Việt Hoa Tuyệt vời Gửi lời khen của bạn Ngon xlut Đóng gói tốt. No căng bụng Giá phải chăng Thích: Hủ tiếu xào hải sản Cơm chiên bò xào,1625
30362,NINI,20-06-2023 18:38,10,Okkkkkkkkkkkkkkkkkkkkkkkkk Okkkkkkkkl kkkkkkkkkkkk Okkkkkkkkkkkkkkkkkkkkkkkkk Okkkkkkk kkkkkkkkkkkkkkkkkkk Ngon xỉu!,1625
30363,NINI,18-06-2023 20:18,10,Okkkkkkkkkkkkkkkkkkkkkkkkk Okkkkkkkkkkkkkkkkkkkkkkkkk Okkkkkkkkkkkkkkkkkkkkkkkkk Okkkkkkkkkkkkkkkkkkkkkkkkk Ngon xỉu!,1625
30364,thanhthao486720,5/6/2023 19:29,10,Ngon ngon ngon tuyệt vời ngon ngon ngon ngon ngon ngon ngon ngon,1625
30365,Hồng Nhung,4/6/2023 8:29,10,"Cuối tuần là khoảng thời gian được thư giãn, nghỉ ngơi để tiếp thêm năng lượng cho một tuần làm việc, học tập mới hiệu quả. Để dịp cuối tuần HIẾT",1625
30366,foodee_3vo3h103,2/6/2023 21:07,10,Nónggggggggg99999999999999999999999999999 ggggggggggg Đóng gói tốt,1625
30367,Yến Hoàng,2/6/2023 19:29,1,"Xin lỗi shop nhưng xin đánh giá như sau! 1- nui xào quá mềm vị nhạt nay quên nêm 2- hủ tiếu xào không ngon ko phải chuyên gia nên ko biết nói sao chỉ đơn giản ko ngon ==> giá mắc so với món ăn nên ko mua lần nào nữa :) Phản hồi từ Quán: Câu đầu tiên quán xin lỗi e nha,a không biết e ăn có hợp khẩu vị không mà e đăng lên như vậy,e nên nhớ quán của a là Quán ăn Việt Hoa nha, là món ăn của người Hoa,a không biết e ở miền nào mà si nghĩ như vậy?",1625
30368,Ngọc Bảo,30-05-2023 17:35,1,E đặt nuôi mà s ra cơm z ạ?,1625
30369,Lan,28-05-2023 12:02,10,lần đầu tiên oder ngon sẽ quay lại ak...đanh gia trước rồi ăn sau hdjsiwjdbnd ùieooedjdk,1625
30370,hoanganh009pham,10/3/2024 18:08,10,"Miến ăn lần đầu mà thấy ngon nha m.n, sẽ ủng hộ dài dài kkkkkkkk",1625
30371,ppsoftware.vn,9/3/2024 21:23,10,giá phải chăng... ngon... ... hình ảnh mang tính chất lụm xu,1625
30372,ppsoftware.vn,9/3/2024 21:20,10,giá phải chăng. ... ngon... ... hình ảnh mang tính chất lụm xu,1625
30373,Ẩn Danh,6/3/2024 15:44,10,"Quán làm món nhanh, miến ăn ngon vừa miệng,1 phần nhiều lắm luôn.sẽ ủng hộ quán lần sau nữa Ngon xỉu! Thích: Miến Xào Thập Cẩm ( Đĩa Thường)",1625
30374,Tuấn Anh,3/3/2024 17:20,1,"Canh rong biển có mùi lạ (giống thiu) Các món cơm, Miến xào thì Bình Thường Không vệ sinh/an toàn Thích: Miến Xào Hải Sản ( Đĩa Thường) Cơm Chiên Thêm Phản hồi từ Quán: Dạ thưa các ac đồ ăn quán e là đồ tươi k nấu sẵn chừng nào khách kêu mới làm,mà mấy ac nói canh thiêu",1625
30375,ppsoftware.vn,2/3/2024 14:01,10,giá phải chăng. ... ngon... ... hình ảnh mang tính chất lụm xu,1625
30376,ppsoftware.vn,27-02-2024 11:43,10,giá phải chăng. ... ngon... ... hình ảnh mang tính chất lụm xu,1625
30377,ppsoftware.vn,27-02-2024 11:42,10,giá phải chăng... ngon... ... hình ảnh mang tính chất lụm xu,1625
30378,foodee_tii5qhbh,23-02-2024 13:50,10,Không biết đánh giá sao luôn ạ,1625
30379,ppsoftware.vn,19-02-2024 13:06,10,"giá phải chăng. ... ngon... ... hình ảnh mang tính chất lụm xu Nuôi Xào Hải Sản, Đặc Biệt",1625
30380,ppsoftware.vn,18-02-2024 14:27,10,"giá phải chăng. .. ngon... ... tính chất lụm xu Com chien qui ga, Lun",1625
30381,ppsoftware.vn,17-02-2024 13:23,10,giá phải chăng. ... ngon... ... hình ảnh mang tính chất lụm xu,1625
30382,ppsoftware.vn,15-02-2024 14:07,10,giá phải chăng... ngon... ... hình ảnh mang tính chất lụm xu,1625
30383,Ngoc Hai Nguyen,15-02-2024 14:07,1,"Đặt đơn lúc 19:16 ngày 02/02/2024 mà gần 21h ngày 03/02/2024 mới giao tới. Một đơn hàng kỷ lục, 1 sao cho quán. Khách đã chết đói Quán Ăn Minh Ký - Ám Thực Việt Hoa )",1625
30384,Ẩn Danh,1/2/2024 11:30,10,Đồ ăn ngon vừa miệng. Đóng gói cẩn thận. Hình ảnh mang tính chất nhận xu. Tks!,1625
30385,foodee_7s2osb58,1/2/2024 11:08,1,"Đặt phần lớn giao phần nhỏ Phản hồi từ Quán: Quán xin lỗi nha,do e đầu bếp không nhìn kỹ đơn hàng, quán cũng nhờ e ship lên gởi tiền lại cho khách rồi,mong khách thông cảm dùm,",1625
30386,foodee_sjlt1wtl,26-01-2024 19:50,1,Phần hủ tíu xào hải sản 75k đc 2 con tôm và mấy miếng bạch tuột nhỏ xíu nha . Mắc và lần sau mình ko ăn nữa Khẩu phần ít,1625
30387,trnthkhi049,24-01-2024 19:48,1,Hơi nhạt ăn với tương ớt thì rất ngon mà cho ít quá không đủ dùng,1625
30388,HUẾ HƯƠNG,23-01-2024 14:52,1,Bua trc ăn nuôi xào bò ok quá lân nay thất vọng. Thà lam mực nhỏ và tươi thì ok cai này râu mực đông lạnh hàng thùng trung quốc 70kg/ kí. Say bye quán Không vệ sinh/an toàn,1625
30389,Ẩn Danh,21-01-2024 06:32,10,"Giao hàng nhanh, sạch sẽ, thức ăn nhiều, ăn 1 người no luôn, hình ảnh mang tính chất nhận xu",1625
30390,vanessanelson,19-01-2024 20:25,10,Miến của quán này ngon lắm mọi ngườiiiiiiiiiiiii Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Miến Xào Hải Sản ( Đĩa Thường),1625
30391,Kim Thủy,14-01-2024 20:05,10,Ngon nha.,1625
30392,Ẩn Danh,14-01-2024 19:37,10,Adndbdjjdjdhdjdjdjhdhdhdhhd dbdhdhhdhdhdhdhdehhdhdb Thích: Hủ tiếu xào hải sản,1625
30393,heosua_22,19-01-2024 20:25,10,Thích: Miến Xào Hải Sản ( Đĩa Thường),1625
30394,Kim Thủy,14-01-2024 20:05,10,Ngon nha.,1625
30395,Ẩn Danh,14-01-2024 19:37,10,Adndbdjjdjdhdjdjdjhdhdhdhhd dbdhdhhdhdhdhdhdehhdhdb Thích: Hủ tiếu xào hải sản,1625
30396,heosua_22,10/1/2024 12:42,10,Nếu có đặt lại cho thêm trái ớt Qán đặt lần 2 r ngon hk bt nsj thêm Đóng gói tốt,1625
30397,ngoclinh0203,10/1/2024 9:15,6,"Khẩu vị thì tuỳ người, nhưng mà tôm thì bỡ ko tươi mực ăn như mực giả á Không hợp khẩu vị",1625
30398,heosua_22,8/1/2024 20:59,10,Ngon hk bt nsj thêm Kqkbwodlenjdjwl Jwksnkdldkjdjdkkdkdj Ngon xỉu! Đóng gói tốt,1625
30399,vanessanelson,5/1/2024 22:30,10,Miến xào hải sản của quán này ngon nha mọi người. Mực mềm giòn lắm. Ngon xỉu! Đóng gói tốt Giá phải chăng No căng bụng Thích: Miến Xào Hải Sản ( Đĩa Thường),1625
30400,foodee_myOvnjhx,2/1/2024 14:45,1,"Mình xào giòn, hơi vụng ko giống như những chỗ mình hay ăn. Sợ mì vụng nhỏ, ko giòn. Mong đầu bếp khắc phục để ngon hơn, thiện chí đánh 5* Thích: Cơm chiên Dương Châu",1625
30401,Ẩn Danh,28-12-2023 21:36,1,Chiên non .khô nhạt,1625
